common_name,scientific_name,element_code
Bruneau Dune Tiger Beetle,Cicindela waynei,IICOL026P0
Miami Tiger Beetle,Cicindelidia floridana,IICOL024D2
Meadow Tiger Beetle,Cylindera lunalonga,IICOL025V4
Puritan Tiger Beetle,Ellipsoptera puritana,IICOL02030
Mount Ashland Night-stalking Tiger Beetle,Omus cazieri,IICOL0D0G0
Ciervo Aegialian Scarab Beetle,Aegialia concinna,IICOL64010
Crescent Dunes Aegialian Scarab,Aegialia crescenta,IICOL64020
Hardy's Aegialian Scarab,Aegialia hardyi,IICOL64030
Aegialian Scarab Beetle,Aegialia knighti,IICOL64050
Large Aegialian Scarab,Aegialia magnifica,IICOL64040
Harenus Jewel Beetle,Agrilus harenus,IICOLV0060
a rove beetle,Aloconota diversiseta,IICOLJM020
Great Sand Dunes Anthicid Beetle,Amblyderus werneri,IICOLJJ020
Carlson's Dune Beetle,Anomala carlsoni,IICOL30050
Pygmy Anomala Scarab Beetle,Anomala exigua,IICOL30020
Hardy's Dune Beetle,Anomala hardyorum,IICOL30060
Robinson's Anomala Scarab Beetle,Anomala robinsoni,IICOL30010
Antioch Dunes Anthicid Beetle,Anthicus antiochensis,IICOL49020
Sacramento Anthicid Beetle,Anthicus sacramento,IICOL49010
a weevil,Apteromechus texanus,IICOLP7010
a short-winged mold beetle,Arianops jeanneli,IICOL10170
Magazine Mountain Mold Beetle,Arianops sandersoni,IICOL10010
Cave Ant Beetle,Arianops stygica,IICOL10200
a cave obligate beetle,Batriasymmodes greeveri,IICOL88050
a cave obligate beetle,Batriasymmodes troglodytes,IICOL88030
a cave obligate beetle,Batrisodes barri,IICOLA8210
a cave obligate beetle,Batrisodes cavernosus,IICOLA8070
a cave obligate beetle,Batrisodes clypeospecus,IICOLA8220
a cave obligate beetle,Batrisodes dentifrons,IICOLA8190
a cave obligate beetle,Batrisodes fanti,IICOLA8360
a cave obligate beetle,Batrisodes feminiclypeus,IICOLA8400
a cave obligate beetle,Batrisodes ferulifer,IICOLA8230
a cave obligate beetle,Batrisodes gemmoides,IICOLA8240
a cave obligate beetle,Batrisodes gemmus,IICOLA8250
a cave obligate beetle,Batrisodes grubbsi,IICOLA8050
a cave obligate beetle,Batrisodes hairstoni,IICOLA8450
a cave obligate beetle,Batrisodes hubrichti,IICOLA8270
a cave obligate beetle,Batrisodes incispes,IICOLA8370
a cave obligate beetle,Batrisodes jocuvestus,IICOLA8130
a cave obligate beetle,Batrisodes pannosus,IICOLA8280
a cave obligate beetle,Batrisodes pekinsi,IICOLA8380
a cave obligate beetle,Batrisodes profundus,IICOLA8120
a cave obligate beetle,Batrisodes shadeae,IICOLA8390
a cave obligate beetle,Batrisodes subterraneus,IICOLA8090
Inner Space Cavern Mold Beetle,Batrisodes texanus,IICOLA8020
a cave obligate beetle,Batrisodes tumoris,IICOLA8140
Helotes Mold Beetle,Batrisodes venyivi,IICOLA8030
a cave obligate beetle,Batrisodes wartoni,IICOLA8420
South Florida Beach Darkling Beetle,Branchus floridanus,IICOLBB030
Hungerford's Crawling Water Beetle,Brychius hungerfordi,IICOL5M010
Leech's Chaetarthrian Water Scavenger Beetle,Chaetarthria leechi,IICOL5T010
Utah Chaetarthrian Water Scavenger Beetle,Chaetarthria utahensis,IICOL5T020
Crescent Dune Aphodius Scarab Beetle,Cinacanthus crescentus,IICOL12070
Globose Dune Beetle,Coelus globosus,IICOL4A010
San Joaquin Dune Beetle,Coelus gracilis,IICOL4A020
San Clemente Beetle,Coenonycha clementina,IICOL4F010
Sand Mountain Pygmy Scarab,Coenonycha pygmaea,IICOL4F020
Scrub Oak Colaspis,Colaspis thomasi,IICOLLQ010
Keys Green June Beetle,Cotinis aliena,IICOL19X10
Downie's Spotted Leaf Beetle,Cryptocephalus downiei,IICOLV7060
Rare Pocket Gopher Aphodius Beetle,Cryptoscatomaseter pholetus,IICOL12340
Wandae Dune Beetle,Cyclocephala wandae,IICOL33020
Marsh-elder Longhorned Beetle,Deltaspis ivae,IICOLX8010
Casey's June Beetle,Dinacoma caseyi,IICOLX5010
Brownish Dubiraphian Riffle Beetle,Dubiraphia brunnescens,IICOL5A010
Hatch's Click Beetle,Eanus hatchi,IICOL4K010
Strohecker's Ivory-Spotted Longhorn Beetle,Eburia stroheckeri,IICOLY4020
Archbold's Scrub Oak Longhorn Beetle,Enaphalodes archboldi,IICOL1M040
Dark Tiny Sand-loving Scarab,Geopsammodius fuscus,IICOLZ1020
Morris' Tiny Sand-loving Scarab,Geopsammodius morrisi,IICOLZ1030
Withlacoochee Tiny Sand-loving Scarab,Geopsammodius withlacoochee,IICOLZ1010
Lobeless Spiny Burrowing Beetle,Gronocarus inornatus,IICOL29020
Comal Springs Riffle Beetle,Heterelmis comalensis,IICOL5B020
Autumnal Round Fungus Beetle,Hydnobius autumnalis,IICOLQU530
Seth Forest Water Scavenger Beetle,Hydrochus spangleri,IICOL6Z010
Juniper Metallic Wood-boring Beetle,Juniperella mirabilis,IICOLX9010
Scrub Little Mole Scarab,Leiopsammodius deyrupi,IICOLLR010
Algadones Sand Jewel Beetle,Lepismadora algodones,IICOLX1110
White Sand Bear Scarab Beetle,Lichnanthe albipilosa,IICOL67010
Florida Scrub Dark Firefly,Lucidota luteicollis,IICOLDF030
Hopping's Blister Beetle,Lytta hoppingi,IICOL4C010
Mojave Desert Blister Beetle,Lytta insperata,IICOL4C050
Morrison's Blister Beetle,Lytta morrisoni,IICOL4C040
Calcareous Round Fungus Beetle,Macrohydnobius tibiocalcaris,IICOLQU650
Brown's Microcylloepus Riffle Beetle,Microcylloepus browni,IICOL5D010
Furnace Creek Riffle Beetle,Microcylloepus formicoideus,IICOL5D030
Florida Intertidal Firefly,Micronaspis floridana,IICOL5X010
Rulien's Amargosa Dune Weevil,Miloderes amargosensis,IICOL4U020
Mercury Weevil,Miloderes mercuryensis,IICOL4U030
Vockeroth's Spiny-legged Rove Beetle,Mitosynum vockerothi,IICOLRZG80
Southwest Florida Mycotrupes Beetle,Mycotrupes pedester,IICOL18010
Marbled Mycterus Beetle,Mycterus marmoratus,IICOLBD020
Wilbur Springs Minute Moss Beetle,Ochthebius recticulus,IICOL5S030
Archbold Bess Beetle,Odontotaenius floridanus,IICOLY1020
Lange's el Segundo Dune Weevil,Onychobaris langei,IICOL4W010
a comb-clawed beetle,Onychomira floridensis,IICOLZ0010
Naked Flea Beetle,Ophraella nuda,IICOLYK090
Scott Riffle Beetle,Optioservus phaeus,IICOL5E030
Obscure Pentarthrum Weevil,Pentarthrum obscurum,IICOL4Y020
Gopher Tortoise Rove Beetle,Philonthus gopheri,IICOLB6280
Pointy-lobed Firefly,Photinus acuminatus,IICOLAW120
Bethany Beach Firefly,Photuris bethaniensis,IICOL5Y020
Belted Firefly,Photuris cinctipennis,IICOL5Y080
Loopy Five Firefly,Photuris forresti,IICOL5Y250
Mysterious Lantern Firefly,Photuris mysticalampas,IICOL5Y160
a firefly,Photuris pyralomima,IICOL5Y120
Oval June Beetle,Phyllophaga ovalis,IICOL28050
Southern Lake Wales Ridge June Beetle,Phyllophaga panorpa,IICOL28040
Yemassee June Beetle,Phyllophaga yemasseei,IICOL28080
Ohia Long-horned Woodborer,Plagithmysus bilineatus,IICOL4Q010
Koa Long-horned Woodborer,Plagithmysus varians,IICOL4Q020
Ant-loving Scrub Firefly,Pleotomodes needhami,IICOLMB010
Florida Relictual Longhorn Beetle,Plesioclytus relictus,IICOLPE010
Saline Valley Snow-front Scarab Beetle,Polyphylla anteronivea,IICOL68010
Mount Hermon June Beetle,Polyphylla barbata,IICOL68030
Death Valley June Beetle,Polyphylla erratica,IICOL68050
Morro Bay Polyphyllan Scarab Beetle,Polyphylla morroensis,IICOL68200
Atascadero Polyphyllan Scarab Beetle,Polyphylla nubila,IICOL68040
Eglin Uplands Scarab Beetle,Polyphylla pubescens,IICOL68110
Auburndale Scrub Scarab Beetle,Polyphylla starkae,IICOL68130
Woodruff's Polyphyllan Scarab Beetle,Polyphylla woodruffi,IICOL68100
Algodones White Wax Jewel Beetle,Prasinalia imperialis,IICOLZK010
Andrew's Dune Beetle,Pseudocotalpa andrewsi,IICOL37020
Giuliani's Dune Scarab,Pseudocotalpa giulianii,IICOL37010
a cave obligate beetle,Ptomaphagus cocytus,IICOLA7070
a cave obligate beetle,Ptomaphagus episcopus,IICOLA7080
a cave obligate beetle,Ptomaphagus fecundus,IICOLA7090
a cave obligate beetle,Ptomaphagus fiskei,IICOLA7100
a cave obligate beetle,Ptomaphagus hazelae,IICOLA7120
a cave obligate beetle,Ptomaphagus julius,IICOLA7150
a cave obligate beetle,Ptomaphagus laticornis,IICOLA7040
a cave obligate beetle,Ptomaphagus lodingi,IICOLA7160
a cave obligate beetle,Ptomaphagus nicholasi,IICOLA7010
a cave obligate beetle,Ptomaphagus solanum,IICOLA7180
a cave obligate beetle,Ptomaphagus torodei,IICOLA7190
a cave obligate beetle,Ptomaphagus walteri,IICOLA7200
Amber Comet Firefly,Pyractomena vexillaria,IICOLQS670
Giffard's Rhyncogonus Weevil,Rhyncogonus giffardi,IICOLH5010
Round-necked Romulus Longhorn Beetle,Romulus globosus,IICOLY8010
a buprestid beetle,Schizopus sallei,IICOLX1210
Archbold Cebrionid Beetle,Selonodon archboldi,IICOLAA020
Santa Rosa Cebrionid Beetle,Selonodon santarosae,IICOLAA030
Similar Cebrionid Beetle,Selonodon similis,IICOLAA040
Simple Cebrionid Beetle,Selonodon simplex,IICOLAA010
Crescent Dunes Serican Scarab,Serica ammomenisco,IICOL31060
Frost's Silky June Beetle,Serica frosti,IICOL31020
Humboldt Serican Beetle,Serica humboldti,IICOL31080
Sand Mountain Serican Scarab,Serica psammobunus,IICOL31070
a cave obligate beetle,Speleobama vana,IICOLE9010
a cave obligate beetle,Speleochus croceus,IICOLJC010
a cave obligate beetle,Speleochus stygicus,IICOLJC020
a cave obligate beetle,Speleochus synstygicus,IICOLJC030
a riffle beetle,Stenelmis hollandi,IICOL5F240
Ash Springs Riffle Beetle,Stenelmis lariversi,IICOL5F110
Moapa Warm Springs Riffle Beetle,Stenelmis moapa,IICOL5F070
Florida Privet Longhorn Beetle,Stizocera floridana,IICOLY7010
Comal Springs Dryopid Beetle,Stygoparnus comalensis,IICOLE6010
a cave obligate beetle,Stygoporus oregonensis,IICOLJB010
a cave obligate beetle,Subterrochus ferus,IICOLJD020
Kretschmarr Cave Mold Beetle,Texamaurops reddelli,IICOL6A010
Serpentine Cypress Wood-boring Beetle,Trachykele hartmani,IICOLX6010
Knull's Metallic Wood-boring Beetle,Trichinorhipis knulli,IICOLX1100
Brown-tassel Trigonoscuta Weevil,Trigonoscuta brunnotesselata,IICOL51010
a dune weevil,Trigonoscuta dorothea,IICOL51020
Dune Weevil,Trigonoscuta rothi,IICOL51090
Stanton's Trigonoscuta Weevil,Trigonoscuta stantoni,IICOL51060
a cave obligate beetle,Tychobythinus hubrichti,IICOLJE010
a cave obligate beetle,Tychobythinus jonesi,IICOLJE020
a cave obligate beetle,Tychobythinus strinatii,IICOLJE030
Serpentine Cypress Longhorn Beetle,Vandykea tuberculata,IICOLX7010
Warm Spring Zaitzevian Riffle Beetle,Zaitzevia thermae,IICOL47020
Unsilvered Fritillary,Argynnis adiaste,IILEPJ6140
Crystal Skipper,Atrytonopsis quinteri,IILEP79100
Maritime Ringlet,Coenonympha nipisiquit,IILEPN6040
Poweshiek Skipperling,Oarisma poweshiek,IILEP57010
Leona's Little Blue Butterfly,Philotiella leona,IILEPG3020
Karner Blue,Plebejus samuelis,IILEPG5021
San Emigdio Blue,Plebulina emigdionis,IILEPG7010
Manfreda Giant-Skipper,Stallingsia maculosus,IILEP89010
Hermes Copper,Tharsalea hermes,IILEPC1160
Tamaulipan Agapema,Agapema galbina,IILEW0R010
Patagonia Eyed Silkmoth,Automeris patagoniensis,IILEW0N070
Velda Pinemoth,Coloradia velda,IILEW0L040
a royal moth,Syssphinx blanchardi,IILEW0H050
a notodontid moth,Euhyparpax rosea,IILEY12010
a prominent moth,Heterocampa rufinans,IILEY0V040
a notodontid moth,Ursia furtiva,IILEY0Z020
Rattlesnake-master Borer Moth,Papaipema eryngii,IILEYC0310
Blanchard's Sphinx Moth,Adhemarius blanchardorum,IILEX0E020
Kern Primrose Sphinx Moth,Euproserpinus euterpe,IILEX14020
Blackburn's Sphinx Moth,Manduca blackburni,IILEX04100
Fabulous Green Sphinx of Kauai,Tinostoma smaragditis,IILEX19010
a noctuid moth,Agylla septentrionalis,IILEY1F010
a lichen moth,Cisthene conjuncta,IILEY1N040
Gopher Tortoise Acrolophus Moth,Acrolophus pholeter,IILEF0Z500
Sable Island Cutworm Moth,Agrotis arenarius,IILEYKL340
Oso Flaco Flightless Moth,Areniscythris brachypteris,IILEG49010
Half-banded Bryolymnia Moth,Bryolymnia semifascia,IILEYDF020
Sand-verbena Moth,Copablepharon fuscum,IILEYKP140
Michigan Dune Dart Moth,Copablepharon michiganensis,IILEYKP150
Sable Island Eucosma,Eucosma sableana,IILEM0R4G0
San Francisco Tree Lupine Moth,Grapholita edwardsiana,IILEM1K150
Confused Helicoverpan Noctuid Moth,Helicoverpa confusa,IILEYMM030
Venus Flytrap Cutworm,Hemipachnobia subporphyrea,IILEYLX010
a noctuid moth,Lasionycta haida,IILEYJA560
Dark-banded Flower Gem Moth,Melaporphyria immortua,IILEYMS010
a crambid snout moth,Omiodes monogramma,IILERCQ150
Hawaiian Lo'Ulu Hedyleptan Moth,Omiodes pritchardii,IILERCQ130
Henne's Eucosman Moth,Pelochrista hennei,IILEM0R390
Hawaiian Hopseed Looper Moth,Scotorythra paratactis,IILEU7S030
a saddlecase caddisfly,Agapetus alabamensis,IITRI33080
a saddlecase caddisfly,Agapetus diacanthus,IITRI33230
Arkansas Agapetus Caddisfly,Agapetus medicus,IITRI33030
a saddlecase caddisfly,Agapetus vireo,IITRI33300
a caddisfly,Agarodes alabamensis,IITRI1H040
Logan's Agarodes Caddisfly,Agarodes logani,IITRI1H080
a caddisfly,Agarodes wallacei,IITRI1H110
Holdfast Mountain Caddisfly,Allomyia hector,IITRIC6070
Scott's Caddisfly,Allomyia scotti,IITRIC6010
a caddisfly,Apatania arizona,IITRI10030
a caddisfly,Beraea gorteba,IITRIC1010
a longhorned caddisfly,Ceraclea cama,IITRI2A270
a longhorned caddisfly,Ceraclea erulla,IITRI2A290
Lenat's Ceraclea,Ceraclea joannae,IITRI2A060
a longhorned caddisfly,Ceraclea maccalmonti,IITRI2A300
a caddisfly,Cernotina ohio,IITRI09050
a hydropsychid caddisfly,Cheumatopsyche bibbensis,IITRI22080
a hydropsychid caddisfly,Cheumatopsyche cahaba,IITRI22090
Gordon's Little Sister Sedge,Cheumatopsyche gordonae,IITRI22110
a hydropsychid caddisfly,Cheumatopsyche kinlockensis,IITRI22100
Richardson's Cheumatopsyche Caddisfly,Cheumatopsyche richardsoni,IITRI22050
a hydropsychid caddisfly,Cheumatopsyche robisoni,IITRI22340
Holzenthal's Philopotamid Caddisfly,Chimarra holzenthali,IITRI03020
a hydropsychid caddisfly,Chimarra primula,IITRI03150
Denning's Cryptic Caddisfly,Cryptochia denningi,IITRI11030
Kings Canyon Cryptochian Caddisfly,Cryptochia excella,IITRI11010
Confusion Caddisfly,Cryptochia shasta,IITRI11040
a saddlecase caddisfly,Culoptila kimminsi,IITRID3010
a saddlecase caddisfly,Culoptila moselyi,IITRID3020
a saddlecase caddisfly,Culoptila plummerensis,IITRID3050
California Diplectronan Caddisfly,Diplectrona californica,IITRI23010
a caddisfly,Diplectrona marianae,IITRI23050
Schoolhouse Springs Net-spinning Caddisfly,Diplectrona rossi,IITRI23030
a farulan caddisfly,Farula constricta,IITRI13060
Long-tailed Caddisfly,Farula praelonga,IITRI13100
Missouri Glyphopsyche Caddisfly,Glyphopsyche missouri,IITRI14010
Sequatchie Caddisfly,Glyphopsyche sequatchie,IITRI14020
Northern Rocky Mountains Refugium Caddisfly,Goereilla baumanni,IITRIF8010
a polycentropodid caddisfly,Holocentropus milaca,IITRI05220
a hydropsychid caddisfly,Hydropsyche aenigma,IITRI36080
a hydropsychid caddisfly,Hydropsyche alabama,IITRI25080
a net-spinning caddisfly,Hydropsyche bidentata,IITRI25350
a net-spinning caddisfly,Hydropsyche intrica,IITRI36140
Harpeth Hydropsyche Caddisfly,Hydropsyche patera,IITRI25040
a net-spinning caddisfly,Hydropsyche vanaca,IITRI36190
a purse casemaker caddisfly,Hydroptila abbotti,IITRI40560
a purse casemaker caddisfly,Hydroptila anisoforficata,IITRI40580
Apalachicola Hydroptila Caddisfly,Hydroptila apalachicola,IITRI40600
a purse casemaker caddisfly,Hydroptila blicklei,IITRI40620
Kriebel's Hydroptila Caddisfly,Hydroptila bribriae,IITRI63A10
a purse casemaker caddisfly,Hydroptila carolae,IITRI40640
a purse casemaker caddisfly,Hydroptila cheaha,IITRI40130
a purse casemaker caddisfly,Hydroptila chelops,IITRI40090
a purse casemaker caddisfly,Hydroptila coweetensis,IITRI40300
a purse casemaker caddisfly,Hydroptila cretosa,IITRI40670
Saberlike Hydroptila Caddisfly,Hydroptila eglinensis,IITRI63A20
a purse casemaker caddisfly,Hydroptila fowlesi,IITRI40730
a purse casemaker caddisfly,Hydroptila fuscina,IITRI40150
Hamilton's Hydroptila Caddisfly,Hydroptila hamiltoni,IITRI63A30
a purse casemaker caddisfly,Hydroptila holzenthali,IITRI40740
a purse casemaker caddisfly,Hydroptila homochitta,IITRI40750
a purse casemaker caddisfly,Hydroptila koryaki,IITRI40760
a purse casemaker caddisfly,Hydroptila kuehnei,IITRI40550
a purse casemaker caddisfly,Hydroptila lagoi,IITRI40110
a purse casemaker caddisfly,Hydroptila licina,IITRI40780
a purse casemaker caddisfly,Hydroptila metteei,IITRI40160
a purse casemaker caddisfly,Hydroptila micropotamis,IITRI40170
Nicol's Microcaddisfly,Hydroptila nicoli,IITRI40830
a purse casemaker caddisfly,Hydroptila oakmulgeensis,IITRI40180
Rogue Creek Hydroptila Caddisfly,Hydroptila okaloosa,IITRI63A40
Schoolhouse Springs Purse Casemaker Caddisfly,Hydroptila ouachita,IITRI40050
a purse casemaker caddisfly,Hydroptila patriciae,IITRI40210
a purse casemaker caddisfly,Hydroptila protera,IITRI40870
Sarah's Hydroptila Caddisfly,Hydroptila sarahae,IITRI63A50
a purse casemaker caddisfly,Hydroptila scheiringi,IITRI40230
a purse casemaker caddisfly,Hydroptila setigera,IITRI40240
Sykora's Hydroptila Caddisfly,Hydroptila sykorai,IITRI63A60
a purse casemaker caddisfly,Hydroptila tridentata,IITRI40910
a purse casemaker caddisfly,Hydroptila wetumpka,IITRI40250
Platte River Caddisfly,Ironoquia plattensis,IITRI88040
a lepidostomatid caddisfly,Lepidostoma apache,IITRI64A10
a lepidostomatid caddisfly,Lepidostoma carolina,IITRI01180
a lepidostomatid caddisfly,Lepidostoma compressum,IITRI01200
Cold Spring Caddisfly,Lepidostoma ermanae,IITRI01050
a lepidostomatid caddisfly,Lepidostoma etnieri,IITRI01080
a lepidostomatid caddisfly,Lepidostoma glenni,IITRI01250
a lepidostomatid caddisfly,Lepidostoma lescheni,IITRI01300
a lepidostomatid caddisfly,Lepidostoma ozarkense,IITRI01370
a lepidostomatid caddisfly,Lepidostoma uinta,IITRI64A20
a lepidostomatid caddisfly,Lepidostoma weaveri,IITRI01060
a limnephilid caddisfly,Limnephilus adapus,IITRI15150
Algal Northern Caddisfly,Limnephilus algosus,IITRI15410
a limnephilid caddisfly,Limnephilus challisa,IITRI15290
a limnephilid caddisfly,Limnephilus granti,IITRI15400
a limnephilid caddisfly,Limnephilus peltus,IITRI15490
Sierra Northern Caddisfly,Limnephilus sierrata,IITRI15580
Mount Mitchell Caddisfly,Manophylax altus,IITRIB9020
a caddisfly,Nectopsyche paludicola,IITRI85080
Waccamaw White Miller,Nectopsyche waccamawensis,IITRI85120
a uenoid caddisfly,Neophylax delicatus,IITRIA3130
a uenoid caddisfly,Neophylax kolodskii,IITRI66690
Ottawa Little Caddisfly,Neophylax ottawa,IITRIA3160
Columbia Gorge Neothremman Caddisfly,Neothremma andersoni,IITRI16010
Golden-horned Caddisfly,Neothremma genella,IITRI16020
a caddisfly,Neothremma mucronata,IITRI16060
a caddisfly,Neothremma prolata,IITRI16050
Siskiyou Caddisfly,Neothremma siskiyou,IITRI16030
a microcaddisfly,Neotrichia downsi,IITRI50100
a microcaddisfly,Neotrichia juani,IITRI50110
a microcaddisfly,Neotrichia mobilensis,IITRI50060
Rasmussen's Neotrichia Caddisfly,Neotrichia rasmusseni,IITRI50210
a microcaddisfly,Neotrichia sepulga,IITRI50070
a microcaddisfly,Neotrichia sonora,IITRI50120
a polycentropodid caddisfly,Nyctiophylax barrorum,IITRIA1020
Contorted Ochrotrichian Micro Caddisfly,Ochrotrichia contorta,IITRI41020
a purse casemaker caddisfly,Ochrotrichia elongiralla,IITRI41130
a purse casemaker caddisfly,Ochrotrichia guadalupensis,IITRI41440
a purse casemaker caddisfly,Ochrotrichia robisoni,IITRI41460
Susan's Purse-making Caddisfly,Ochrotrichia susanae,IITRI41230
a purse casemaker caddisfly,Ochrotrichia weddleae,IITRI41520
a purse casemaker caddisfly,Ochrotrichia weoka,IITRI41530
a longhorned caddisfly,Oecetis ozarkensis,IITRI2G190
a caddisfly,Oropsyche howellae,IITRID5010
Gold Head Branch Caddisfly,Oxyethira chrysocara,IITRI42310
Kelly's Cream and Brown Mottled Microcaddisfly,Oxyethira kelleyi,IITRI42090
a microcaddisfly,Paucicalcaria ozarkensis,IITRIA0010
a caddisfly,Phylocentropus harrisi,IITRI80020
San Marcos Saddle-case Caddisfly,Protoptila arca,IITRI34010
Balmorhea Saddle-case Caddisfly,Protoptila balmorhea,IITRI34040
Cahaba Saddle-case Caddisfly,Protoptila cahabensis,IITRI34050
Moretti's Caddisfly,Protoptila morettii,IITRI34100
Herbert's Northern Caddisfly,Psychoglypha rossi,IITRIF1070
a caddisfly,Psychoronia brooksi,IITRIF2030
a rhyacophilid caddisfly,Rhyacophila accola,IITRI19400
a rhyacophilid caddisfly,Rhyacophila alabama,IITRI19170
a rhyacophilid caddisfly,Rhyacophila carolae,IITRI19180
Obrien Rhyacophilan Caddisfly,Rhyacophila colonus,IITRI19030
Bilobed Rhyacophilan Caddisfly,Rhyacophila mosana,IITRI19070
a rhyacophilid caddisfly,Rhyacophila pacifica,IITRI66510
Spiny Rhyacophilan Caddisfly,Rhyacophila spinata,IITRI19080
Chipola River Caddisfly,Setodes chipolanus,IITRI86090
a microcaddisfly,Stactobiella cahaba,IITRI99010
a caddisfly,Theliopsyche tallapoosa,IITRI98010
a longhorned casemaker caddisfly,Triaenodes lagarto,IITRI2F310
