Common Name,Scientific Name,Element Code,Species Group (Broad),Species Group (Fine),NatureServe Global Rank,NatureServe Rounded Global Rank,U.S. Endangered Species Act Status,COSEWIC Status,SARA Status,Distribution,View on NatureServe Explorer
a cave obligate springtail,Pseudosinella flatua,IICLL01220,Other Invertebrates,"Terrestrial/Freshwater - Diplurans, Springtails, and Proturans",G1G2,G1,,,,"United States: NC (S1), VA (S1)",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.115014/Pseudosinella_flatua
a cave obligate springtail,Pseudosinella nata,IICLL01230,Other Invertebrates,"Terrestrial/Freshwater - Diplurans, Springtails, and Proturans",G1,G1,,,,United States: AL (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.115353/Pseudosinella_nata
a cave obligate springtail,Pseudosinella vita,IICLL01270,Other Invertebrates,"Terrestrial/Freshwater - Diplurans, Springtails, and Proturans",G1G2,G1,,,,United States: NM (SNR),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.108535/Pseudosinella_vita
a cave obligate springtail,Pygmarrhopalites ashcraftensis,IICLL04380,Other Invertebrates,"Terrestrial/Freshwater - Diplurans, Springtails, and Proturans",G1,G1,,,,United States: IN (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.1128536/Pygmarrhopalites_ashcraftensis
a cave springtail,Pygmarrhopalites benitus,IICLL04020,Other Invertebrates,"Terrestrial/Freshwater - Diplurans, Springtails, and Proturans",G1,G1,,,,"Canada United States: IN (S1), VA (SU)",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.109408/Pygmarrhopalites_benitus
a cave springtail,Pygmarrhopalites caedus,IICLL04080,Other Invertebrates,"Terrestrial/Freshwater - Diplurans, Springtails, and Proturans",G1G2,G1,,,,United States: VA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.110955/Pygmarrhopalites_caedus
a cave springtail,Pygmarrhopalites lacuna,IICLL04110,Other Invertebrates,"Terrestrial/Freshwater - Diplurans, Springtails, and Proturans",G1G2,G1,,,,United States: VA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.115962/Pygmarrhopalites_lacuna
a cave springtail,Pygmarrhopalites obtusus,IICLL04280,Other Invertebrates,"Terrestrial/Freshwater - Diplurans, Springtails, and Proturans",G1,G1,,,,"Canada United States: VA (S1)",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.839202/Pygmarrhopalites_obtusus
a cave springtail,Pygmarrhopalites sextus,IICLL04270,Other Invertebrates,"Terrestrial/Freshwater - Diplurans, Springtails, and Proturans",G1,G1,,,,United States: VA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.839200/Pygmarrhopalites_sextus
a cave springtail,Pygmarrhopalites silvus,IICLL04150,Other Invertebrates,"Terrestrial/Freshwater - Diplurans, Springtails, and Proturans",G1G2,G1,,,,United States: VA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.113443/Pygmarrhopalites_silvus
a cave obligate springtail,Schaefferia alabamensis,IICLL19020,Other Invertebrates,"Terrestrial/Freshwater - Diplurans, Springtails, and Proturans",G1G2,G1,,,,"United States: AL (S1), AR (SNR)",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.110369/Schaefferia_alabamensis
a cave obligate springtail,Schaefferia christianseni,IICLL19030,Other Invertebrates,"Terrestrial/Freshwater - Diplurans, Springtails, and Proturans",G1,G1,,,,United States: AL (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.117654/Schaefferia_christianseni
a cave obligate springtail,Sinella kukae,IICLL05120,Other Invertebrates,"Terrestrial/Freshwater - Diplurans, Springtails, and Proturans",G1G2,G1,,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.113607/Sinella_kukae
a cave obligate springtail,Sinella lua,IICLL05130,Other Invertebrates,"Terrestrial/Freshwater - Diplurans, Springtails, and Proturans",G1G2,G1,,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.117003/Sinella_lua
a cave obligate springtail,Sinella nupa,IICLL05140,Other Invertebrates,"Terrestrial/Freshwater - Diplurans, Springtails, and Proturans",G1G2,G1,,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.114887/Sinella_nupa
a cave obligate springtail,Sinella tecta,IICLL05110,Other Invertebrates,"Terrestrial/Freshwater - Diplurans, Springtails, and Proturans",G1G2,G1,,,,United States: CA (SNR),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.110639/Sinella_tecta
Florida Sminthurus Springtail,Sminthurus floridanus,IICLL02020,Other Invertebrates,"Terrestrial/Freshwater - Diplurans, Springtails, and Proturans",G1,G1,,,,United States: FL (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.110880/Sminthurus_floridanus
a cave springtail,Speleonura kenchristianseni,IICLL31010,Other Invertebrates,"Terrestrial/Freshwater - Diplurans, Springtails, and Proturans",G1,G1,,,,United States: VA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.73.27918/Speleonura_kenchristianseni
Copeland's Springtail,Triacanthella copelandi,IICLL27010,Other Invertebrates,"Terrestrial/Freshwater - Diplurans, Springtails, and Proturans",G1,G1,,,,"Canada United States: TN (S1)",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.637894/Triacanthella_copelandi
a cave springtail,Typhlogastrura valentini,IICLL20010,Other Invertebrates,"Terrestrial/Freshwater - Diplurans, Springtails, and Proturans",G1,G1,,,,United States: VA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.109798/Typhlogastrura_valentini
Staghorn Coral,Acropora cervicornis,IDANT01020,Invertebrates,Marine - Corals and other Cnidarians,G1G2,G1,Threatened,,,United States: FL (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.108160/Acropora_cervicornis
Elkhorn Coral,Acropora palmata,IDANT01010,Invertebrates,Marine - Corals and other Cnidarians,G1G2,G1,Threatened,,,United States: FL (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.109369/Acropora_palmata
Robust Ivory Tree Coral,Oculina robusta,IDANT0M040,Invertebrates,Marine - Corals and other Cnidarians,G1G2,G1,,,,United States: FL (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.902518/Oculina_robusta
a freshwater sponge,Ephydatia cooperensis,IZSPN14010,Invertebrates,Marine - Sponges,G1,G1,,,,United States: MT (S2),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.769487/Ephydatia_cooperensis
Boom's Quillwort,Isoetes boomii,PPISO010X0,Vascular Plants,Ferns and relatives - Spikemosses and Quillworts,G1,G1,,,,"United States: AL (S1), FL (SNR), GA (S1)",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.138575/Isoetes_boomii
Hawai`i Quillwort,Isoetes hawaiiensis,PPISO010U0,Vascular Plants,Ferns and relatives - Spikemosses and Quillworts,G1,G1,,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.144776/Isoetes_hawaiiensis
Rush Quillwort,Isoetes junciformis,PPISO01250,Vascular Plants,Ferns and relatives - Spikemosses and Quillworts,G1,G1,,,,United States: GA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.160975/Isoetes_junciformis
Rock Quillwort,Isoetes lithophila,PPISO010A0,Vascular Plants,Ferns and relatives - Spikemosses and Quillworts,G1,G1,,,,United States: TX (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.147798/Isoetes_lithophila
Black-spored Quillwort,Isoetes melanospora,PPISO010E0,Vascular Plants,Ferns and relatives - Spikemosses and Quillworts,G1,G1,Endangered,,,"United States: GA (S1), SC (S1)",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.159181/Isoetes_melanospora
Thin-wall Quillwort,Isoetes microvela,PPISO01240,Vascular Plants,Ferns and relatives - Spikemosses and Quillworts,G1,G1,,,,United States: NC (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.137971/Isoetes_microvela
Midget Quillwort,Isoetes minima,PPISO01081,Vascular Plants,Ferns and relatives - Spikemosses and Quillworts,G1G2,G1,,Endangered,,"Canada: BC (S1) United States: ID (S1), OR (S1), WA (S1)",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.768498/Isoetes_minima
Mississippi Quillwort,Isoetes mississippiensis,PPISO012C0,Vascular Plants,Ferns and relatives - Spikemosses and Quillworts,G1,G1,,,,United States: MS (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.1179292/Isoetes_mississippiensis
Merlin's-grass,Isoetes tegetiformans,PPISO010L0,Vascular Plants,Ferns and relatives - Spikemosses and Quillworts,G1,G1,Endangered,,,United States: GA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.139444/Isoetes_tegetiformans
Virginia Quillwort,Isoetes virginica,PPISO010P0,Vascular Plants,Ferns and relatives - Spikemosses and Quillworts,G1,G1,,,,"United States: NC (S1), VA (S1)",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.134040/Isoetes_virginica
Vermont quillwort,Isoetes viridimontana,PPISO01340,Vascular Plants,Ferns and relatives - Spikemosses and Quillworts,G1,G1,,,,United States: VT (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.897920/Isoetes_viridimontana
Deflexed Spikemoss,Selaginella deflexa,PPSEL010B0,Vascular Plants,Ferns and relatives - Spikemosses and Quillworts,G1G2,G1,,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.138314/Selaginella_deflexa
Mann's Clubmoss,Huperzia mannii,PPLYC02010,Vascular Plants,Ferns and relatives - Clubmosses,G1,G1,Endangered,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.140536/Huperzia_mannii
Nodding Clubmoss,Huperzia nutans,PPLYC02020,Vascular Plants,Ferns and relatives - Clubmosses,G1,G1,Endangered,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.140967/Huperzia_nutans
Stemmermann's Clubmoss,Huperzia stemmermanniae,PPLYC020X0,Vascular Plants,Ferns and relatives - Clubmosses,G1,G1,Endangered,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.160517/Huperzia_stemmermanniae
Northern Prostrate Clubmoss,Lycopodiella margueritiae,PPLYC030A0,Vascular Plants,Ferns and relatives - Clubmosses,G1G2,G1,,,,"United States: MI (S1), OH (SNR), PA (S1), WI (S1)",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.141354/Lycopodiella_margueritiae
Pendant Kihi Fern,Adenophorus periens,PPGRA01060,Vascular Plants,Ferns and relatives - Leptosporangiate Ferns,G1,G1,Endangered,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.156032/Adenophorus_periens
Forest Alsophila,Alsophila amintae,PPCYA01030,Vascular Plants,Ferns and relatives - Leptosporangiate Ferns,G1,G1,Endangered,,,,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.133633/Alsophila_amintae
Haleakala Spleenwort,Asplenium haleakalense,PPASP02300,Vascular Plants,Ferns and relatives - Leptosporangiate Ferns,G1,G1,,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.142581/Asplenium_haleakalense
Ruffled Spleenwort,Asplenium plenum,PPASP02120,Vascular Plants,Ferns and relatives - Leptosporangiate Ferns,G1Q,G1,,,,United States: FL (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.130039/Asplenium_plenum
Rhombic Spleenwort,Asplenium rhomboideum,PPASP02190,Vascular Plants,Ferns and relatives - Leptosporangiate Ferns,G1,G1,Endangered,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.131465/Asplenium_rhomboideum
Fringed Spleenwort,Asplenium schizophyllum,PPASP021D0,Vascular Plants,Ferns and relatives - Leptosporangiate Ferns,G1,G1,,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.130262/Asplenium_schizophyllum
Scott's [Fertile] Spleenwort,Asplenium tutwilerae,PPASP02240,Vascular Plants,Ferns and relatives - Leptosporangiate Ferns,G1,G1,,,,United States: AL (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.128561/Asplenium_tutwilerae
Pauoa,Ctenitis squamigera,PPDRY04070,Vascular Plants,Ferns and relatives - Leptosporangiate Ferns,G1,G1,Endangered,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.129535/Ctenitis_squamigera
Erect Island-spleenwort,Diellia erecta,PPASP0A010,Vascular Plants,Ferns and relatives - Leptosporangiate Ferns,G1,G1,Endangered,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.157823/Diellia_erecta
Cutleaf Island-spleenwort,Diellia laciniata,PPASP0A030,Vascular Plants,Ferns and relatives - Leptosporangiate Ferns,G1Q,G1,Endangered,,,United States: HI (SNR),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.140903/Diellia_laciniata
Mann's Island-spleenwort,Diellia mannii,PPASP0A040,Vascular Plants,Ferns and relatives - Leptosporangiate Ferns,G1,G1,Endangered,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.138567/Diellia_mannii
Pale Island-spleenwort,Diellia pallida,PPASP0A060,Vascular Plants,Ferns and relatives - Leptosporangiate Ferns,G1,G1,Endangered,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.131157/Diellia_pallida
Single-sorus Island-spleenwort,Diellia unisora,PPASP0A050,Vascular Plants,Ferns and relatives - Leptosporangiate Ferns,G1,G1,Endangered,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.132591/Diellia_unisora
Molokai Twin-sorus Fern,Diplazium molokaiense,PPDRY090A0,Vascular Plants,Ferns and relatives - Leptosporangiate Ferns,G1,G1,Endangered,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.149527/Diplazium_molokaiense
Lyon's Hacksaw Fern,Doodia lyonii,PPBLE02020,Vascular Plants,Ferns and relatives - Leptosporangiate Ferns,G1,G1,,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.153223/Doodia_lyonii
Digit Fern,Doryopteris angelica,PPADI0C060,Vascular Plants,Ferns and relatives - Leptosporangiate Ferns,G1,G1,Endangered,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.637192/Doryopteris_angelica
Takeuch's Lip Fern,Doryopteris takeuchii,PPADI0C040,Vascular Plants,Ferns and relatives - Leptosporangiate Ferns,G1,G1,Endangered,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.134228/Doryopteris_takeuchii
Kauaikinana Woodfern,Dryopteris podosora,PPDRY0A1D0,Vascular Plants,Ferns and relatives - Leptosporangiate Ferns,G1,G1,Endangered,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.139510/Dryopteris_podosora
Ross' Woodfern,Dryopteris rossii,PPDRY0A0M0,Vascular Plants,Ferns and relatives - Leptosporangiate Ferns,G1Q,G1,,,,United States: AZ (SNR),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.139508/Dryopteris_rossii
Na Pali-Kona Woodfern,Dryopteris tenebrosa,PPDRY0A180,Vascular Plants,Ferns and relatives - Leptosporangiate Ferns,G1,G1,,,,United States: HI (SNR),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.153922/Dryopteris_tenebrosa
Waikamoi Woodfern,Dryopteris tetrapinnata,PPDRY0A1A0,Vascular Plants,Ferns and relatives - Leptosporangiate Ferns,G1,G1,,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.153957/Dryopteris_tetrapinnata
Cerro de Punta Jayuya,Elaphoglossum serpens,PPDRY0B0M0,Vascular Plants,Ferns and relatives - Leptosporangiate Ferns,G1,G1,Endangered,,,,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.129269/Elaphoglossum_serpens
Streak-sorus Fern,Leptogramma burksiorum,PPTHE05171,Vascular Plants,Ferns and relatives - Leptosporangiate Ferns,G1,G1,Threatened,,,United States: AL (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.159675/Leptogramma_burksiorum
`Hi `ihi,Marsilea villosa,PPMAR01090,Vascular Plants,Ferns and relatives - Leptosporangiate Ferns,G1,G1,Endangered,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.152634/Marsilea_villosa
Lyngholm's Cliffbrake,Pellaea lyngholmii,PPADI0H0H0,Vascular Plants,Ferns and relatives - Leptosporangiate Ferns,G1,G1,,,,United States: AZ (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.136711/Pellaea_lyngholmii
Aleutian Shield Fern,Polystichum aleuticum,PPDRY0R020,Vascular Plants,Ferns and relatives - Leptosporangiate Ferns,G1,G1,Endangered,,,United States: AK (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.150291/Polystichum_aleuticum
Monte Guilarte Holly Fern,Polystichum calderonense,PPDRY0R050,Vascular Plants,Ferns and relatives - Leptosporangiate Ferns,G1,G1,Endangered,,,,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.134377/Polystichum_calderonense
Lydgate's Brake,Pteris lydgatei,PPADI0L0C0,Vascular Plants,Ferns and relatives - Leptosporangiate Ferns,G1,G1,Endangered,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.146972/Pteris_lydgatei
Puerto Rico Halberd Fern,Tectaria estremeriana,PPDRY0S040,Vascular Plants,Ferns and relatives - Leptosporangiate Ferns,G1,G1,Endangered,,,,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.151312/Tectaria_estremeriana
Boyd's Maidenfern,Thelypteris boydiae,PPTHE05070,Vascular Plants,Ferns and relatives - Leptosporangiate Ferns,G1,G1,Endangered,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.157558/Thelypteris_boydiae
Cordillera Maidenfern,Thelypteris inabonensis,PPTHE050P0,Vascular Plants,Ferns and relatives - Leptosporangiate Ferns,G1,G1,Endangered,,,,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.148597/Thelypteris_inabonensis
Barrio Charcas Maidenfern,Thelypteris verecunda,PPTHE051N0,Vascular Plants,Ferns and relatives - Leptosporangiate Ferns,G1,G1,Endangered,,,,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.153987/Thelypteris_verecunda
Waioli Valley Maidenfern,Thelypteris wailele,PPTHE051Z0,Vascular Plants,Ferns and relatives - Leptosporangiate Ferns,G1,G1,,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.156440/Thelypteris_wailele
Puerto Rico Maidenfern,Thelypteris yaucoensis,PPTHE051R0,Vascular Plants,Ferns and relatives - Leptosporangiate Ferns,G1?,G1,Endangered,,,,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.159494/Thelypteris_yaucoensis
False Northwestern Moonwort,Botrychium pseudopinnatum,PPOPH01100,Vascular Plants,"Ferns and relatives - Adder's-tongues, Grapeferns, and Moonworts",G1,G1,,,,Canada: ON (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.146557/Botrychium_pseudopinnatum
Santa Cruz Island Cypress,Cupressus abramsiana,PGCUP04080,Vascular Plants,Conifers and relatives - Conifers,G1,G1,Threatened,,,United States: CA (SNR),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.161494/Cupressus_abramsiana
Monterey Cypress,Cupressus macrocarpa,PGCUP04060,Vascular Plants,Conifers and relatives - Conifers,G1,G1,,,,United States: CA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.128986/Cupressus_macrocarpa
Monterey Pine,Pinus radiata,PGPIN040V0,Vascular Plants,Conifers and relatives - Conifers,G1,G1,,,,United States: CA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.147411/Pinus_radiata
Torrey Pine,Pinus torreyana,PGPIN04150,Vascular Plants,Conifers and relatives - Conifers,G1,G1,,,,United States: CA (SNR),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.147567/Pinus_torreyana
Florida Torreya,Torreya taxifolia,PGTXA02020,Vascular Plants,Conifers and relatives - Conifers,G1,G1,Endangered,,,"United States: FL (S1), GA (S1), NC (SNA)",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.137133/Torreya_taxifolia
